country,code.3,code.2,type,capital,founding.date,capital.lat,capital.long,telephone.lines,telephone.mobile,internet.users,broadband.subscriptions,gdp.ppp,gdp.growth.rate,gdp.per.capita,gross.national.savings,industrial.production.growth.rate,labor.force.size,unemployment.rate,gini.index,tax.revenue,budget.surplus,debt,inflation.rate,central.bank.discount.rate,bank.lending.rate,current.account.balance,exports,imports,foreign.exchange,debt.external,electricity.production,electricity.consumption,electricity.exports,electricity.imports,electricity.capaicty,electricity.fossil.fuels,electricity.nuclear,electricity.hydroelectric,electricity.renewable,oil.production,oil.exports,oil.imports,oil.reserves,petroleum.production,natural.gas.production,natural.gas.consumption,natural.gas.export,natural.gas.import,natural.gas.reserves,co2.emissions,area,military.expenditures,population,age.median,population.growth.rate,birth.rate,death.rate,migration.net.rate,mortality.maternal.rate,mortality.infant.rate,life.expectany,fertility.rate,obesity.rate,underweight.children.under.5.rate,education.expenditures,unemployment.rate.youth,airports,railways,roadways,education.per.gdp,ag.area.per.total,ag.sq.km,arable.land.per.total,arable.land.hect.per.capita,birth.rate.per.1000,fish.production.1000.tons,co2.emissions.total,co2.emissions.per.capita,co2.emissions.from.gas.fuels,co2.emissions.from.liquid.fuels,death.rate.per.1000,fertility.rate.per.woman,fdi,forest.area.percent,gdp.constant,gdp.current,internet.access.percentage,inflation.rate,land.area.sq.km,life.expectancy.female,life.expectancy.male,life.expectancy.all,exports,imports,mobile.subscriptions.per.100,open.defecation.percentage,drinking.water.percentage,sanitation.percentage,population.density,populatiion.growth.rate,population.total,preeducation.years.avg,primary.education.avg,population.rural,population.rural.percentage,population.rural.growth.rate,science.articles,secondary.education.avg,internet.servers.per.million,area.sq.km,fish.production.tons,urban.populaiton,urban.population.percentage,urban.population.growth.rate,protected.areas.percentage,terrestrial.protected.areas.percentage
Burma,MMR,MM,parliamentary government,Rangoon,1/4/48,16 48 N,96 09 E,"556,112","47,951,228","14,264,308","404,932","$329,800,000,000 ",6.8,"$6,300 ",17.7,8.9,"22,300,000",4,NA,13.5,-3.2,33.6,4,9.95,13,-2900000000.00,"$9,832,000,000 ","$15,780,000,000 ","$4,924,000,000 ","$6,594,000,000 ","17,320,000,000","14,930,000,000",0,0,"5,205,000.00",39,0,61,1,"11,000","1,824",0,"139,000,000","13,330","18,410,000,000","4,502,000,000","14,070,000,000",0,"637,100,000,000","27,010,000.00","676,578.00",2.93,"55,622,506",28.5,0.89,17.7,7.3,-1.5,250,34.4,68.6,2.13,5.8,18.5,2.2,4,64,"5,031","157,000",1.59267696,19.53818828,127600,16.70239481,0.205635847,17.861,2072390,25280.298,0.476580079,31.9843342,57.36872643,8.238,2.182,3278096410,43.63110126,74384076490,67184236747,25.07330424,5.372901021,653080,69.303,63.021,66.205,1.18E+10,1.57E+10,95.3647362,9.423993011,80.84426367,64.70898086,81.22316715,0.689521233,53045226,5,5,37088161,69.918,0.369657278,112.85,6,20.49194776,676590,3090034,15957065,30.082,1.436940587,4.089112619,7.17
Montenegro,MNE,ME,republic,Podgorica,6/3/06,42 26 N,19 16 E,"152,155","1,044,674","450,442","137,426","$11,080,000,000 ",4.3,"$17,800 ",13.2,-4.2,"273,200",16.1,31.9,37.2,-5.6,67.2,2.4,NA,6.81,-780000000.00,"$422,200,000 ","$2,618,000,000 ","$1,077,000,000 ","$2,516,000,000 ","3,045,000,000","2,808,000,000","914,000,000","1,210,000,000","890,000.00",23,0,69,8,0,0,0,0,0,0,0,0,0,0,"2,287,000.00","13,812.00",1.66,"614,249",38.9,-0.34,11.9,10.4,-4.9,6,NA,NA,NA,23.3,1,NA,31.7,5,250,"7,762",NA,18.95910781,2550,0.669144981,0.014462408,11.804,1595,2016.85,3.240945327,0,41.27272727,10.484,1.73,226702405.9,61.48698885,4662824825,4377033429,69.88164684,5.10108992,13450,79.013,74.099,76.568,3.61E+08,2.29E+09,165.9184968,0.053062614,97.05335595,97.7542038,46.26788104,0.023142531,622303,5,5,210706,33.859,-0.961166647,243.51,8,139.8032791,13810,2524,411597,66.141,0.530807626,2.637655584,4.06
Mongolia,MNG,MN,parliamentary,Ulaanbaatar,7/11/21,47 55 N,106 55 E,"292,594","3,886,167","674,949","285,093","$39,730,000,000 ",5.1,"$13,000 ",26.9,-1,"1,241,000",8,34,26.6,-6.4,91.4,4.6,11,20.01,-1155000000.00,"$5,834,000,000 ","$4,345,000,000 ","$3,016,000,000 ","$25,330,000,000 ","5,339,000,000","5,932,000,000","51,000,000","1,446,000,000","1,134,000.00",87,0,2,11,"20,000","14,360",0,NA,0,0,0,0,0,0,"19,860,000.00","1,564,116.00",0.68,"3,103,428",28.8,1.11,18.2,6.3,-0.8,45,20.5,70.2,2.04,20.6,0.9,4.1,17.9,44,"1,815","113,200",4.856847011,71.48884055,1110622.031,0.365096947,0.185580297,25.425,15,25368.306,8.300172198,0,12.02659728,6.286,2.923,-4156404704,8.017404884,11816629564,11186734674,22.2657705,2.228752217,1553560,73.588,65.294,69.321,4.92E+09,3.36E+09,110.1823278,10.33668793,82.80057761,58.46301597,1.967326013,1.913251831,3056359,4,5,968957,31.703,1.702094787,118.87,7,437.4486112,1564120,15,2087402,68.297,2.011421142,17.40323331,17.4
Mozambique,MOZ,MZ,republic,Maputo,6/25/75,25 57 S,32 35 E,"80,545","11,875,506","4,543,284","41,653","$37,090,000,000 ",3.7,"$1,300 ",16.8,4.9,"12,900,000",24.5,45.6,26.7,-5.6,102.1,15.3,19,27.86,-2824000000.00,"$4,725,000,000 ","$5,223,000,000 ","$3,361,000,000 ","$10,910,000,000 ","18,390,000,000","11,570,000,000","12,880,000,000","9,928,000,000","2,626,000.00",16,0,83,1,0,0,0,0,0,"6,003,000,000","1,841,000,000","4,162,000,000",0,"2,832,000,000,000","11,120,000.00","799,380.00",0.99,"27,233,789",17.3,2.46,37.8,11.4,-1.8,289,64,54.1,5.02,7.2,15.6,6.5,7.4,98,"4,787","31,083",5.38,63.51890943,499500,7.184821588,0.203018749,38.236,299591,7942.722,0.285402032,16.62049861,70.82179132,9.463,4.992,3128149929,47.98392833,16258561248,11936999283,17.52123909,13.67560965,786380,61.063,55.339,58.309,3.33E+09,5.21E+09,53.99077066,29.26082907,53.44393425,28.10895765,35.38994125,2.872120456,27829942,3,7,18110056,65.074,2.067058484,108.62,5,5.677338458,786380,300771,9719886,34.926,4.389619118,13.44871059,21.59
Mauritania,MRT,MR,military junta,Nouakchott,11/28/60,18 04 N,15 58 W,"57,057","4,074,157","661,913","12,637","$17,280,000,000 ",3.5,"$4,500 ",24.2,1,"1,437,000",10.2,37,27.4,-0.8,96.6,2.3,9,17,-711000000.00,"$1,722,000,000 ","$2,094,000,000 ","$875,000,000 ","$4,150,000,000 ","1,139,000,000","1,059,000,000",0,0,"558,000.00",65,0,16,20,"4,000","5,333",0,"20,000,000",0,0,0,0,0,"28,320,000,000","2,615,000.00","1,030,700.00",3.02,"3,840,429",20.7,2.14,29.9,7.8,-0.8,766,50.5,63.8,3.79,12.7,24.9,2.6,15.2,30,728,"12,253",2.93,38.52818473,397110,0.436596488,0.10808126,34.569,609754,2739.249,0.657914406,0,83.93574297,7.468,4.679,271134845,0.214417386,7098966712,6398744505,18,11.21012975,1030700,65.824,62.552,64.208,1.40E+09,1.90E+09,86.80541261,33.24741196,68.83201784,45.93043239,4.039520714,2.856110242,4163534,6,6,2000078,48.038,1.055105783,20.54,7,3.362528083,1030700,609754,2163456,51.962,4.550465229,1.080748081,0.62
Mauritius,MUS,MU,parliamentary democracy,Port Louis,3/12/68,20 09 S,57 29 E,"413,100","1,839,500","717,618","246,000","$28,270,000,000 ",3.8,"$22,300 ",16.9,3.2,"633,900",7.1,35.9,22.5,-0.3,64,3.7,9,8.5,-875000000.00,"$2,360,000,000 ","$4,986,000,000 ","$5,984,000,000 ","$19,990,000,000 ","2,898,000,000","2,726,000,000",0,0,"894,000.00",79,0,7,14,0,0,0,0,0,0,0,0,0,0,"6,429,000.00","2,040.00",0.16,"1,364,283",35.7,0.57,12.8,7.1,0,61,9.5,76,1.74,10.8,NA,4.8,24,5,NA,"2,428",4.77,42.36453202,860,36.94581281,0.059360192,10.4,18062,4349.062,3.442148744,0,60.53962901,8.1,1.4,378764432.3,19.03448246,12424504685,12232463656,52.19132594,2.147570121,2030,77.76,71.19,74.39487805,2.36E+09,4.66E+09,143.755473,0.130529502,99.86639665,95.50537854,622.4004926,0.068723138,1263473,3,6,746586,59.09,0.221116358,162.16,7,321.3365066,2040,19083.32,516887,40.91,-0.150982818,0.011543284,4.75
Malawi,MWI,MW,multiparty democracy,Lilongwe,7/6/64,13 58 S,33 47 E,"17,337","7,772,503","1,785,369","9,220","$22,420,000,000 ",4,"$1,200 ",3.9,1.2,"7,000,000",20.4,46.1,21.7,-3.4,59.2,12.2,16,38.1,-591000000.00,"$1,420,000,000 ","$2,312,000,000 ","$780,200,000 ","$2,102,000,000 ","1,420,000,000","1,321,000,000",0,0,"375,000.00",1,0,93,6,0,0,0,0,0,0,0,0,0,0,"1,082,000.00","118,484.00",0.85,"19,842,560",16.6,3.31,40.7,7.7,0,349,42.1,62.2,5.43,5.8,11.8,4,8.5,32,767,"15,452",4.622469693,61.4128129,57900,40.30547306,0.220862317,35.163,152852,1298.118,0.075448776,0,71.75141243,7.074,4.407,115700037.2,33.18837505,8710171729,5433040160,11.4708908,19.54413214,94280,65.776,59.587,62.681,1.02E+09,2.21E+09,41.72202909,6.279051426,67.91184011,25.90400219,182.491398,2.709903551,17205289,3,6,14365384,83.494,2.479013997,192.37,6,5.230949623,118480,160498.4,2839905,16.506,3.886075182,16.89386731,16.89
Malaysia,MYS,MY,constitutional monarchy ,Kuala Lumpur,8/31/57,3 10 N,101 42 E,"6,578,200","42,338,500","24,384,952","2,687,800","$933,300,000,000 ",5.9,"$29,100 ",28.5,5,"14,940,000",3.4,46.2,16.4,-3,54.1,3.8,3,4.61,9296000000.00,"$187,900,000,000 ","$160,700,000,000 ","$102,400,000,000 ","$217,200,000,000 ","148,300,000,000","136,900,000,000","3,000,000","33,000,000","33,000,000.00",78,0,18,4,"647,000","326,200","166,000","3,600,000,000","528,300","69,490,000,000","30,440,000,000","38,230,000,000","2,803,000,000","1,183,000,000,000","226,800,000.00","329,847.00",0.98,"31,809,660",28.7,1.34,18.8,5.2,-0.3,29,12.1,75.4,2.48,15.6,13.7,4.7,10.5,114,"1,851","144,403",4.560924179,26.25779942,86270,2.684522904,0.028743869,16.957,1584371,248288.903,8.091591623,29.63712357,35.34094434,4.942,2.037,13470089921,67.59762355,3.4502E+11,3.01255E+11,78.78830993,1.658325958,328550,77.84,73.718,75.649,1.90E+11,1.69E+11,141.6489819,0.283015029,96.72461587,99.56485343,93.39462487,1.357864517,30684804,2,6,7720297,25.16,-1.103637508,20467.76,6,945.6472331,330345,1992258,22964507,74.84,2.199179723,8.913485757,19.14
Niger,NER,NE,republic,Niamey,8/3/60,13 31 N,2 07 E,"114,352","8,778,884","805,702","8,650","$21,860,000,000 ",4.9,"$1,200 ",22.4,6,"6,500,000",0.3,34,21.4,-5,45.3,2.4,4.25,5.4,-1160000000.00,"$4,143,000,000 ","$1,829,000,000 ","$1,314,000,000 ","$3,728,000,000 ","494,700,000","1,065,000,000",0,"779,000,000","184,000.00",95,0,0,5,"9,000",0,0,"150,000,000","15,280",0,0,0,0,0,"2,534,000.00","1,267,000.00",2.45,"19,866,231",15.5,3.16,43.6,11.5,-0.5,509,79.4,56.3,6.35,5.5,31.4,3.5,0.7,30,NA,"18,949",3.934411597,36.0637878,456820,13.26280887,0.808125976,47.017,34592,2016.85,0.097016004,0,80.90909091,8.82,7.087,301332480.6,0.891765987,10947305240,10284627190,4.32275803,0.932031068,1266700,62.305,60.033,61.137,1.03E+09,1.72E+09,35.94148156,68.81669094,49.50156237,13.16234617,16.41180864,3.860078795,20788838,3,6,17402336,83.71,3.808721382,56.85,7,0.240513683,1267000,34892,3386502,16.29,4.124407753,17.31713513,17.32
Nigeria,NGA,NG,federal republic,Abuja,10/1/60,9 05 N,7 32 E,"139,344","144,920,170","47,759,904","74,004","$1,121,000,000,000 ",0.8,"$5,900 ",18.2,2.2,"60,080,000",16.5,48.8,3.4,-1.8,21.8,16.5,4.25,17.58,10380000000.00,"$1,146,000,000 ","$32,670,000,000 ","$38,770,000,000 ","$40,960,000,000 ","29,350,000,000","24,720,000,000",0,0,"10,520,000.00",80,0,19,0,"1,989,000","2,096,000",0,"37,450,000,000","35,010","44,480,000,000","17,240,000,000","27,210,000,000",0,"5,475,000,000,000","104,000,000.00","923,768.00",0.51,"203,452,505",18.3,2.54,35.2,9.6,-0.2,917,63.3,59.3,4.85,8.9,31.5,NA,12.4,54,"3,798","195,000",0.85,77.73642083,708000,37.33104955,0.182834734,38.873,734731,120369.275,0.647284835,26.47067784,51.229246,12.39,5.526,4448732917,7.228389058,4.56775E+11,4.0465E+11,25.67,9.54367007,910770,54.415,52.696,53.541,3.33E+10,3.55E+10,82.99740158,20.20559128,70.02552775,38.4146317,204.1791989,2.627702662,185960289,5,6,95429242,51.317,0.994484869,4018.76,6,47.39721608,923770,1041458,90531047,48.683,4.378661591,11.61073496,13.93
Nicaragua,NIC,NI,republic,Managua,9/15/1821,12 08 N,86 15 W,"375,856","8,179,876","1,466,152","210,124","$36,400,000,000 ",4.9,"$5,900 ",24,3.5,"3,046,000",6.4,47.1,28,-2,33.3,3.9,3,10.8,-694000000.00,"$3,819,000,000 ","$6,613,000,000 ","$2,758,000,000 ","$11,310,000,000 ","4,454,000,000","3,590,000,000","17,870,000","205,000,000","1,551,000.00",56,0,9,35,0,0,"16,180",0,"14,720",0,0,0,0,0,"5,405,000.00","130,370.00",0.61,"6,085,213",26.2,0.97,17.5,5.2,-2.6,198,17.7,73.7,1.87,23.7,4.6,4.3,8.5,147,NA,"23,897",4.1,42.08908094,50650,12.49792255,0.238579664,21.468,45500,5592.175,0.887087256,0,93.7704918,5.039,2.455,898700000,25.87668273,11947384136,13286048705,24.57183396,4.589219691,120340,77.309,70.374,73.86,4.78E+09,6.97E+09,122.8671311,6.530706854,81.50474058,74.38843114,52.38469337,1.288955673,6303974,6,6,2641996,41.91,0.824778524,38.09,5,34.5813609,130370,68030,3661978,58.09,1.6251872,15.47977885,37.23
Netherlands,NLD,NL,constitutional monarchy,Amsterdam,2/12/1579,52 21 N,4 55 E,"6,551,000","20,532,000","15,385,203","7,210,800","$924,400,000,000 ",2.9,"$53,900 ",31.2,3.3,"7,969,000",4.9,30.3,43.4,1.1,56.5,1.3,0,1.33,87460000000.00,"$555,600,000,000 ","$453,800,000,000 ","$38,440,000,000 ","$4,063,000,000,000 ","109,300,000,000","108,800,000,000","19,340,000,000","24,260,000,000","34,170,000.00",75,1,0,23,"18,000","7,984","1,094,000","81,130,000","1,282,000","45,330,000,000","43,380,000,000","51,250,000,000","51,000,000,000","801,400,000,000","250,200,000.00","41,543.00",1.36,"17,151,228",42.7,0.38,10.9,9,1.9,5,3.5,81.5,1.78,20.4,NA,5.5,8.9,29,"3,058","139,124",4.960041823,53.30958741,17960,30.51350549,0.06036295,10.1,370274,170779.524,10.02797271,40.27097827,36.85261531,8.7,1.66,2.41659E+11,11.1783914,8.97959E+11,7.83528E+11,90.4109589,0.454667289,33690,83.2,80,81.56097561,5.71E+11,5.01E+11,123.0177086,0,99.99999928,97.72421693,505.500564,0.53217888,17030314,3,6,1594889,9.365,-4.283237572,31014.65,6,24130.79407,41540,433214,15435425,90.635,1.043217191,17.89245815,11.33
Norway,NOR,NO,constitutional monarchy,Oslo,6/7/05,59 55 N,10 45 E,"745,182","5,721,255","5,122,904","2,134,105","$381,200,000,000 ",1.9,"$72,100 ",34.3,1.5,"2,797,000",4.2,26.8,54.4,4.4,36.5,1.9,6.25,2.89,22010000000.00,"$102,800,000,000 ","$95,060,000,000 ","$65,920,000,000 ","$642,300,000,000 ","147,700,000,000","122,200,000,000","15,530,000,000","5,741,000,000","33,860,000.00",3,0,93,4,"1,517,000","1,383,000","36,550","6,376,000,000","371,600","123,900,000,000","4,049,000,000","120,200,000,000","5,663,000","1,782,000,000,000","39,800,000.00","323,802.00",1.8,"5,372,191",39.3,0.94,12.2,8,5.3,2,2.5,82,1.85,23.1,NA,8,10.4,95,"4,200","94,902",6.65731599,2.694078329,9836.699829,2.205092497,0.15381165,11.3,2203360,41022.729,7.836962479,30.9108787,56.97684813,7.8,1.71,-18668572814,33.1778599,4.72132E+11,3.6882E+11,97.29820367,-1.474253826,365123.0078,84.2,80.7,82.40731707,8.84E+10,7.21E+10,109.1149238,0,99.99999652,98.05554158,14.3363165,0.880969815,5234519,5,7,969171,18.515,-1.224759385,11179.02,6,7003.508823,625217.1094,3529576,4265348,81.485,1.36567886,4.96242626,16.97
Nepal,NPL,NP,federal democratic republic,Kathmandu,1768,27 43 N,85 19 E,"861,299","32,120,305","5,716,419","224,184","$79,190,000,000 ",7.9,"$2,700 ",45.4,12.4,"16,810,000",3,32.8,23.8,-0.1,26.4,4.5,7,11.3,-93000000.00,"$818,700,000 ","$10,000,000,000 ","$9,091,000,000 ","$5,849,000,000 ","4,244,000,000","4,983,000,000","2,690,000","2,175,000,000","943,100.00",5,0,92,3,0,0,0,0,0,0,0,0,0,0,"8,396,000.00","147,181.00",1.44,"29,717,587",24.5,1.09,19.1,5.6,-2.5,186,26.9,71.3,2.07,4.1,27.2,5.2,NA,47,59,"27,990",3.244980738,28.74782002,41210,14.74502931,0.077535299,20.515,21500,9105.161,0.333997918,0,59.24285139,6.451,2.027,105996375.6,25.3644925,19891395830,21185922408,19.68876384,5.155847561,143350,71.264,68.419,69.848,6.96E+08,8.94E+09,117.8146017,24.04712648,88.34640596,58.8717272,190.1718242,0.906849996,27261131,2,5,22097328,81.058,0.43300646,632.76,7,18.63459003,147180,70543,5163803,18.942,2.960307873,23.62610394,23.63
Nauru,NRU,NR,republic,none,1/31/68,NA,NA,"1,900","9,900","5,100",NA,"$160,000,000 ",4,"$12,300 ",NA,NA,NA,23,NA,90.3,-9.2,62,5.1,NA,NA,5000000.00,"$125,000,000 ","$64,900,000 ",NA,"$33,300,000 ","24,000,000","22,320,000",0,0,"7,000.00",86,0,0,14,0,0,0,0,0,0,0,0,0,0,"76,540.00",21,NA,"9,692",26.7,0.51,23.2,5.9,-12.3,NA,7.7,67.8,2.76,61,NA,NA,26.6,1,NA,30,NA,20.0000003,4.00000006,NA,NA,NA,530,47.671,3.653230133,0,100,NA,NA,0,0,103452831.9,100087349,NA,27.28535061,20,NA,NA,NA,1.80E+07,5.10E+07,94.51073986,2.588885802,99.48493442,65.59552643,652.45,4.498486084,13049,3,6,0,0,NA,0.47,6,76.63422484,20,530.3,13049,100,4.498486084,NA,NA
New Zealand,NZL,NZ,parliamentary democracy and a Commonwealth realm,Wellington,9/26/07,41 18 S,174 47 E,"1,368,000","6,400,000","3,958,642","1,582,000","$189,000,000,000 ",3,"$39,000 ",21,1.8,"2,655,000",4.7,36.2,36.8,1.6,31.7,1.9,1.75,5.1,-5471000000.00,"$37,350,000,000 ","$39,740,000,000 ","$20,680,000,000 ","$91,620,000,000 ","42,530,000,000","39,500,000,000",0,0,"9,301,000.00",23,0,58,20,"24,000","26,440","108,900","51,800,000","115,100","5,097,000,000","5,182,000,000",0,0,"33,700,000,000","37,750,000.00","268,838.00",1.16,"4,545,627",38.1,0.77,13.1,7.6,2.2,9,4.4,81.4,2.01,30.8,NA,6.4,12.7,123,"4,128","94,000",7.37,40.45041966,106510,2.164748775,0.121452314,12.65,424791,34381.792,7.325874031,28.03967577,56.6552901,6.64,1.87,1875107671,38.55607533,1.75305E+11,1.88224E+11,88.47018635,2.480684156,263310,83.4,79.91,81.61243902,3.38E+10,3.61E+10,130.9219373,0,99.99999869,99.99999869,17.82385781,2.099356886,4693200,5,6,638275,13.6,1.666386638,7907.93,7,6430.154266,267710,533807.2,4054925,86.4,2.167680675,30.47868878,32.55
Oman,OMN,OM,monarchy,Muscat,1650,23 37 N,58 35 E,"497,716","6,943,910","2,342,483","348,926","$190,100,000,000 ",-0.9,"$46,000 ",16.1,-3,"2,255,000",NA,NA,31.3,-13.8,46.9,1.6,2,5.2,-10760000000.00,"$103,300,000,000 ","$24,120,000,000 ","$16,090,000,000 ","$46,270,000,000 ","32,160,000,000","28,920,000,000",0,0,"8,167,000.00",100,0,0,0,"979,000","844,100",0,"5,373,000,000","229,600","31,230,000,000","21,940,000,000","11,160,000,000","1,982,000,000","651,300,000,000","68,940,000.00","309,500.00",8.17,"4,613,241",25.8,2,23.7,3.3,-0.4,19,12.4,75.9,2.8,27,9.7,6.8,13.7,132,NA,"60,230",5.040157219,4.639741519,14360,0.181292409,0.012526737,20.292,279606,63457.435,14.16707578,81.2886449,9.737070211,2.498,2.937,2265279584,0.006462036,72679121188,65481144343,76.84539047,-8.791085735,309500,79.659,75.391,77.142,3.00E+10,2.31E+10,153.2914555,0,91.75999743,99.99999724,14.47243619,4.845614386,4479219,6,6,783863,17.5,-1.51890308,793.78,6,127.9240868,309500,279709,3695356,82.5,6.249357569,1.018304162,2.57
Pakistan,PAK,PK,federal republic,Islamabad,8/14/47,33 41 N,73 03 E,"2,940,243","144,525,637","31,338,715","1,829,673","$1,061,000,000,000 ",5.4,"$5,400 ",12,5.4,"63,890,000",6,30.7,15.4,-5.8,67,4.1,5.75,6.98,-12440000000.00,"$32,880,000,000 ","$53,110,000,000 ","$18,460,000,000 ","$82,190,000,000 ","109,700,000,000","92,330,000,000",0,"490,000,000","26,900,000.00",62,5,27,7,"90,000","13,150","168,200","332,200,000","291,200","39,050,000,000","45,050,000,000",0,"6,003,000,000","588,800,000,000","179,500,000.00","796,095.00",4.03,"207,862,518",24.1,1.41,21.6,6.3,-1.2,140,50.4,68.4,2.55,8.6,23.1,2.9,7.8,151,"11,881","263,775",2.027349164,47.7947281,368440,40.2656704,0.152435368,28.888,513156,201149.618,0.987832348,37.27713567,41.27319794,7.048,3.612,2.58E+09,1.853725612,2.27557E+11,2.78655E+11,12.38544676,0.400235639,770880,67.742,65.872,66.77,2.04E+10,4.68E+10,67.02750435,12.00232968,91.1401418,58.2573676,264.1491335,2.084320949,203627284,2,5,129844974,63.766,1.758659187,9799.81,7,31.66569761,796100,669586,73782310,36.234,2.660021361,9.794907882,12.31
Panama,PAN,PA,constitutional democracy,Panama City,11/3/03,8 58 N,79 32 W,"603,638","5,977,641","2,000,833","446,076","$104,100,000,000 ",5.4,"$25,400 ",38.9,6.3,"1,633,000",6,50.7,20.1,-1.6,37.8,0.9,NA,7.52,-3036000000.00,"$15,500,000,000 ","$21,910,000,000 ","$2,703,000,000 ","$91,530,000,000 ","10,600,000,000","8,708,000,000","139,000,000","30,000,000","3,400,000.00",36,0,51,13,0,0,0,0,0,0,0,0,0,0,"26,080,000.00","75,420.00",NA,"3,800,644",29.5,1.24,17.6,5,-0.2,52,9.6,78.9,2.28,22.7,NA,3.2,10.8,117,77,NA,2.8,30.36050578,22570,7.573311811,0.139457301,19.562,144450,10714.974,2.654140941,0,81.99863107,5.024,2.514,5248354400,61.88593083,44840726939,57907700000,54,2.002016913,74340,81.211,74.894,77.964,1.12E+10,2.09E+10,127.3636031,4.461291635,95.97945203,82.22911762,54.30559591,1.713624922,4037078,6,6,1331146,32.973,0.714791997,154.45,6,510.2700518,75420,153258,2705932,67.027,2.208672505,5.234950436,20.89
Peru,PER,PE,constitutional republic,Lima,7/28/1821,12 03 S,77 03 W,"3,082,036","38,915,386","13,975,422","2,310,217","$430,300,000,000 ",2.5,"$13,500 ",19.8,2.7,"17,030,000",6.9,45.3,27.1,-3.1,25.4,2.8,4.25,16.6,-2414000000.00,"$44,920,000,000 ","$38,650,000,000 ","$63,830,000,000 ","$66,250,000,000 ","50,130,000,000","44,610,000,000","55,000,000","22,000,000","14,730,000.00",61,0,35,4,"49,000","7,995","86,060","434,900,000","166,600","12,990,000,000","7,483,000,000","5,505,000,000",0,"455,900,000,000","55,940,000.00","1,285,216.00",1.19,"31,331,228",28.4,0.94,17.6,6.1,-2.1,88,17.8,74.2,2.1,19.7,3.2,3.9,14.7,191,"1,854","140,672",3.25298657,18.50546875,236870,2.740625,0.113431946,18.323,3811802,57414.219,1.856501313,29.78859296,55.61090886,5.386,2.297,6739051858,57.66046753,1.9367E+11,1.91896E+11,45.46174069,3.08088269,1280000,78.759,73.39,76.044,3.71E+10,3.63E+10,119.4241828,7.13729999,90.58556948,73.84703641,24.1609625,1.483160681,30926032,6,6,6946296,22.461,0.676136192,1064.63,5,72.52789495,1285220,3911989,23979736,77.539,1.7181561,13.11373391,21.27
Philippines,PHL,PH,republic,Manila,6/12/1898,14 36 N,120 58 E,"4,163,282","115,824,982","56,956,436","3,399,291","$877,200,000,000 ",6.7,"$8,400 ",24.3,7.2,"42,780,000",5.7,44.4,15.6,-2.2,39.9,2.9,3.56,5.63,-2518000000.00,"$48,200,000,000 ","$89,390,000,000 ","$81,570,000,000 ","$76,180,000,000 ","86,590,000,000","78,300,000,000",0,0,"22,130,000.00",67,0,17,16,"13,000","16,450","211,400","138,500,000","215,500","3,058,000,000","3,143,000,000",0,0,"98,540,000,000","117,200,000.00","300,000.00",1.13,"105,893,381",23.7,1.55,23.4,6.1,-1.9,121,20.9,69.6,2.99,6.4,21.5,2.7,7.5,247,77,"216,387",1.84,41.72116578,124400,18.74769427,0.053924255,21.623,2027992,122287.116,1.179649658,6.246251649,45.94878254,5.815,2.718,8279548275,27.7693933,2.99267E+11,3.18627E+11,55.5,1.280311744,298170,75.143,66.81,70.802,5.74E+10,8.94E+10,115.8522806,5.459400423,93.07371231,75.39533489,347.6671932,1.507207616,103663927,1,6,55486117,53.525,1.151000247,1684.31,4,40.5348333,3.00E+05,4228906,48177810,46.475,1.919028013,3.141386382,15.32
Palau,PLW,PW,constitutional government,Melekeok,10/1/94,7 29 N,134 38 E,"7,204","24,000","7,650",NA,"$264,000,000 ",-3.7,"$14,700 ",48.7,NA,"11,610",1.7,NA,66.1,8.8,24.1,0.9,NA,NA,-53000000.00,"$23,170,000,000 ","$4,715,000,000 ",$0 ,"$18,380,000,000 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,NA,"21,516",33.6,0.4,11.3,8.2,0.8,NA,10.3,73.6,1.7,55.3,NA,NA,NA,3,NA,125,NA,10.86956522,50,2.173913043,0.056417489,12,818,223.687,12.61985896,0,100,9.9,NA,35244866.82,87.60869399,223733007.3,300125600,NA,6.197874242,460,NA,NA,NA,7.00E+06,1.54E+08,NA,0,100.0000044,100.0000044,38.5326087,0.339079161,17725,3,6,3762,21.225,-2.51981836,3.3,6,169.2524683,460,841.2,13963,78.775,1.123526403,82.93995139,27.94
